<<<<<<< HEAD
괜찮아요 휴가 때 아기가  사용할 썬크림 찾다가 평도 좋고 구매량이 많아서 믿고 샀습니다 아직 사용전이지만 좋은거 같아요 화장품 유해 어플에서 검색해보니 안 좋은 물질도 없네요괜찮아요 휴가 때 아기가  사용할 썬크림 찾다가 평도 좋고 구매량이 많아서 믿고 샀습니다 아직 사용전이지만 좋은거 같아요 화장품 유해 어플에서 검색해보니 안 좋은 물질도 없네요,긍정
좋아요 자외선 차단 된다니 믿고 구매했지만 그건 눈에보이지 않아서 모르겠고 일단 끈적임은 덜하고 아이 피부에 트러블도 안나고 괜찮은것 같아요좋아요 자외선 차단 된다니 믿고 구매했지만 그건 눈에보이지 않아서 모르겠고 일단 끈적임은 덜하고 아이 피부에 트러블도 안나고 괜찮은것 같아요,긍정
가격저렴히샀어요 요즘 너무덥고 해볕도 너무강해서 양산과 아기모자도 씌우지만 그래도 약한아기피부라 걱정되어서 아기썬크림 구매했어요 잘발리고좋아요 백탁현상도 적고요가격저렴히샀어요 요즘 너무덥고 해볕도 너무강해서 양산과 아기모자도 씌우지만 그래도 약한아기피부라 걱정되어서 아기썬크림 구매했어요 잘발리고좋아요 백탁현상도 적고요,긍정
좋아요 괜찬아요좋아요 괜찬아요,긍정
추찬합니다 백탁현상있는데 심한정도는 아니구요 얼굴을 밝아보이게 해주는 정도에요약간 퍽퍽해보이는것같지만 발림성 괜찮구요 피부에 순한것 같아서 좋아욤추찬합니다 백탁현상있는데 심한정도는 아니구요 얼굴을 밝아보이게 해주는 정도에요약간 퍽퍽해보이는것같지만 발림성 괜찮구요 피부에 순한것 같아서 좋아욤,긍정
글쎄요 애들발라주기 불편해요좀 뻑뻑해서요 애들얼굴이 밀리는 느낌유분기는 처음 바를땐 정말심해보이는데 좀있음괜찮은듯하지만 제얼굴엔 안발라보고싶은 유분감과 뻑뻑함글쎄요 애들발라주기 불편해요좀 뻑뻑해서요 애들얼굴이 밀리는 느낌유분기는 처음 바를땐 정말심해보이는데 좀있음괜찮은듯하지만 제얼굴엔 안발라보고싶은 유분감과 뻑뻑함,부정
고민하시는분들 추천합니다 우리아기 첫썬크림을 뭘로 발라줘야하나 검색도많이해보고 비교도해보고 아토보스후기가좋길래 저도 구매했어요고민하시는분들 추천합니다 우리아기 첫썬크림을 뭘로 발라줘야하나 검색도많이해보고 비교도해보고 아토보스후기가좋길래 저도 구매했어요,긍정
아기 썬크림 필요해서 샀어요 아기썬크림 필요해서 샀어요 일단 성분 보면 믿을만하고 물놀이 갈때 발라주려고 샀어요너무너무 잘 쓸게요 많이 파세요나중에 다쓰면 또 구매할게요아기 썬크림 필요해서 샀어요 아기썬크림 필요해서 샀어요 일단 성분 보면 믿을만하고 물놀이 갈때 발라주려고 샀어요너무너무 잘 쓸게요 많이 파세요나중에 다쓰면 또 구매할게요,긍정
좋아요 제품이 우선 해로운 성분이 없어서 안심이고요 그래서 아이 발라주는데도 거리낌이 없네요발림성도 크게 나쁘지 않아요좋아요 제품이 우선 해로운 성분이 없어서 안심이고요 그래서 아이 발라주는데도 거리낌이 없네요발림성도 크게 나쁘지 않아요,긍정
좋아요!  항상 사용하는 제품입니다! 유분기가 좀 느껴지긴 하지만 시간이 지나면서 다 촉촉하게 스며들고 피부톤도 밝아져서 잘 사용하고 있어요!좋아요!  항상 사용하는 제품입니다! 유분기가 좀 느껴지긴 하지만 시간이 지나면서 다 촉촉하게 스며들고 피부톤도 밝아져서 잘 사용하고 있어요!,부정
피현정님 블로그 보고 천사연구소 제품인거 알고 구매했습니다 부드럽고 순한게 느껴지네요 ㅎㅎ피현정님 블로그 보고 천사연구소 제품인거 알고 구매했습니다 부드럽고 순한게 느껴지네요 ㅎㅎ,긍정
좋아요! 아가 바르려고 샀는데 제가 먼저 써봤어요백탁현상없고 발림성 좋은것 같아요맘에듭니다 올여름 아가랑 유용하게 쓸거같ㅇ다요좋아요! 아가 바르려고 샀는데 제가 먼저 써봤어요백탁현상없고 발림성 좋은것 같아요맘에듭니다 올여름 아가랑 유용하게 쓸거같ㅇ다요,긍정
순하고 좋아요 무기자차 선크림 찾다가 화학성분제로여서 샀는데 정말 맘에들어요 향도없고 백탁도 심하지않고 촉촉해요아이와함께 쓰는데 넘 좋네요워시는 세안용으로 샀는데 촉촉해요순하고 좋아요 무기자차 선크림 찾다가 화학성분제로여서 샀는데 정말 맘에들어요 향도없고 백탁도 심하지않고 촉촉해요아이와함께 쓰는데 넘 좋네요워시는 세안용으로 샀는데 촉촉해요,긍정
좋은 제품 좋은 가격에 구매했습니다좋은 제품 좋은 가격에 구매했습니다,긍정
다들 평이 좋아서 샀어요일단은 발림은 좋은것같아요이번에  좋으면  계속 구매할께요좋은제품 많이 주세요다들 평이 좋아서 샀어요일단은 발림은 좋은것같아요이번에  좋으면  계속 구매할께요좋은제품 많이 주세요,긍정
좋아요 아이들선크림 알아보다 구매했는데요 처음엔 하얗게 보이는게 있으나 금방부드럽게 발려서 괜찮아요좋아요 아이들선크림 알아보다 구매했는데요 처음엔 하얗게 보이는게 있으나 금방부드럽게 발려서 괜찮아요,긍정
선크림은 첨인데 갑자기 햇빛이뜨거워져서 선크림구입해봤어요후기도제일좋고 우리 아이한테 잘맞았으면 좋겠네요ㅋㅋ선크림은 첨인데 갑자기 햇빛이뜨거워져서 선크림구입해봤어요후기도제일좋고 우리 아이한테 잘맞았으면 좋겠네요ㅋㅋ,긍정
배송이 너무 오래걸려요ㅜㅜ배송이 너무 오래걸려요ㅜㅜ,부정
만족해요 순한 것 같고 생각보다 부드럽게 잘 발라집니다 로션과 크림 중간쯤 될 것 같고 몇 번 두드려서 펴 바르다보면 백탁현상도 거의 없고 번들거림도 조금씩 괜찮아집니다 만족해만족해요 순한 것 같고 생각보다 부드럽게 잘 발라집니다 로션과 크림 중간쯤 될 것 같고 몇 번 두드려서 펴 바르다보면 백탁현상도 거의 없고 번들거림도 조금씩 괜찮아집니다 만족해요,긍정
많이 하얗지도 않고 좋아요 아기한테 바르기전에 손에 발라봤는데 손이 많이 탔는데 발라봐도 바른티도 별로 않나고끈적임도 없고 너무 좋네요많이 하얗지도 않고 좋아요 아기한테 바르기전에 손에 발라봤는데 손이 많이 탔는데 발라봐도 바른티도 별로 않나고끈적임도 없고 너무 좋네요,긍정
좋네요 천연이라고 하고 가격도 저렴하길래 구매했는데 괜찬네요얼굴이 하애지긴하지만 나쁘지않아요좋네요 천연이라고 하고 가격도 저렴하길래 구매했는데 괜찬네요얼굴이 하애지긴하지만 나쁘지않아요,부정
좋다고하길래 사봤ㅇㄷㅁ좋다고하길래 사봤ㅇㄷㅁ,부정
좋아요 해외여행 예정이라 삿어요좋아요 해외여행 예정이라 삿어요,긍정
생각보다 부드럽게발리지는않네요백탁현상도좀있고ㅎ근데 엄마인제가사용할거라 괜찮아요생각보다 부드럽게발리지는않네요백탁현상도좀있고ㅎ근데 엄마인제가사용할거라 괜찮아요,부정
굿 잘받았습니다 재구매한 제품 입니다여름에 열많은 우리사이에게좋아요해외여행을갈때쓸거예요굿 잘받았습니다 재구매한 제품 입니다여름에 열많은 우리사이에게좋아요해외여행을갈때쓸거예요,긍정
처음 써보는 제품 처음 써보는 제품인데 구매평들이 좋아 써봅니다짐껏 롤링 제품만 편하게 쓰다 손에 묻혀 발라야 해서 조금은근데 바르고 잘 스며들고 좋네요처음 써보는 제품 처음 써보는 제품인데 구매평들이 좋아 써봅니다짐껏 롤링 제품만 편하게 쓰다 손에 묻혀 발라야 해서 조금은근데 바르고 잘 스며들고 좋네요,긍정
소프트하게 발리고 잘 먹어요 맘에 듭니다소프트하게 발리고 잘 먹어요 맘에 듭니다,긍정
 두돌 된 아기 매일 발라주고 있어요 두돌 된 아기 매일 발라주고 있어요,긍정
약간 매트한거 빼곤 좋아요약간 매트한거 빼곤 좋아요,부정
매트하고좋아요매트하고좋아요,긍정
맘에들어요 ㅎ맘에들어요 ㅎ,긍정
추천 용량에 비해 비싸긴 하지만 발림성이 부드럽고 흡수력이 좋아요여름에 피부걱정없이 잘사용해서 좋네요추천 용량에 비해 비싸긴 하지만 발림성이 부드럽고 흡수력이 좋아요여름에 피부걱정없이 잘사용해서 좋네요,부정
좋아요 배송도 엄청 빠르고 백탁현상도 그리 심하지 않고 잘 지워집니다 발림성도 좋고 재구매 의사 있어요잘쓰겠습니다좋아요 배송도 엄청 빠르고 백탁현상도 그리 심하지 않고 잘 지워집니다 발림성도 좋고 재구매 의사 있어요잘쓰겠습니다,긍정
믿고 구매했어요 직접 발라보니 발림성도 좋고 금방 흡수 되네요 향기도 좋아요 땀에 흘러내리지만 않으면 좋겠네요믿고 구매했어요 직접 발라보니 발림성도 좋고 금방 흡수 되네요 향기도 좋아요 땀에 흘러내리지만 않으면 좋겠네요,긍정
완젼 좋아요  추천추천 꼭 써보시ㅔ요완젼 좋아요  추천추천 꼭 써보시ㅔ요,긍정
천사연구소 다른 샘플도 많이 넣어주시고 좋네요가을 겨울에도 썬크림은 필수입니다천사연구소 다른 샘플도 많이 넣어주시고 좋네요가을 겨울에도 썬크림은 필수입니다,긍정
아직 써보진 않았지만 유해성분이 거의 들어있지 않은 것만으로도 안심이 되네요 아직 써보진 않았지만 유해성분이 거의 들어있지 않은 것만으로도 안심이 되네요 ,긍정
썬크림 급하게 알아보다가 구매평이 좋아서 샀는데 괜찮네요7살 4살 16개월 함께 써서 더 좋아요두개 구매했습니다썬크림 급하게 알아보다가 구매평이 좋아서 샀는데 괜찮네요7살 4살 16개월 함께 써서 더 좋아요두개 구매했습니다,긍정
천연이라 마음놓구 아가랑 잘 쓸수있을거같아요 천연이라 마음놓구 아가랑 잘 쓸수있을거같아요 ,긍정
굿굿 좋아요 수영장 갈려고 샀는데 순하고 가족 다 같에 발랐는데 좋은거 같아요 아가들 추천합니더굿굿 좋아요 수영장 갈려고 샀는데 순하고 가족 다 같에 발랐는데 좋은거 같아요 아가들 추천합니더,긍정
잘 사용하고있어요잘 사용하고있어요,긍정
소문대로 좋네요 소문듣고 샀어요착한가격에 잘샀어요발림성이 좋네요아이들도 전에 썼던것보다 좋아합니다많이 파세요소문대로 좋네요 소문듣고 샀어요착한가격에 잘샀어요발림성이 좋네요아이들도 전에 썼던것보다 좋아합니다많이 파세요,긍정
아기 썬크림!! 여름도 다가와서 아기에게 발라주려고 구입했습니다 번들거름이나 끈적임이 없고 아이에게 사용결과 피부트러블같은것은 없었습니다아기 썬크림!! 여름도 다가와서 아기에게 발라주려고 구입했습니다 번들거름이나 끈적임이 없고 아이에게 사용결과 피부트러블같은것은 없었습니다,긍정
맘에들어요 아기썬크림이라 선택하기 신중해지더라구요 유해성분도 없고 물로 씻어지는상품이라 선택했어요 저렴하게 잘산거같아요맘에들어요 아기썬크림이라 선택하기 신중해지더라구요 유해성분도 없고 물로 씻어지는상품이라 선택했어요 저렴하게 잘산거같아요,긍정
만족! 만족해요만족! 만족해요,긍정
지성 피부에 좋다고 해서 구매했는데 너무 촉촉해서 제 지성 피부에 좋다고 해서 구매했는데 너무 촉촉해서 제 피부에는 잘 안 맞아요,부정
좀 뻑뻑한데 믹스해요좀 뻑뻑한데 믹스해요,부정
번들거리지만 곧 흡수되는 게 보여요번들거리지만 곧 흡수되는 게 보여요,긍정
입가 코주위 트러블 심해서 산건데더 심해졌네요ㅠㅠ 트러블 있는 분들은 참고하세요유분기가 많아요ㅠㅠ입가 코주위 트러블 심해서 산건데더 심해졌네요ㅠㅠ 트러블 있는 분들은 참고하세요유분기가 많아요ㅠㅠ,부정
한번밖에 못써서 잘 모르겠어요한번밖에 못써서 잘 모르겠어요,부정
순한 선크림 찾다가 지인의 추천으로 2개 구매하게 되었어요 잘쓸께요순한 선크림 찾다가 지인의 추천으로 2개 구매하게 되었어요 잘쓸께요,긍정
사긴했는데 잘 쓰진않네요 저희아기가 여자아이라 또 여름엔 아기들도 썬크림을 발라야한다고 해서 샀는데밖에 나갈때마다 바를려고 해서 샀습니다그런데 어른들이 썬크림 까먹고 안바르는 것사긴했는데 잘 쓰진않네요 저희아기가 여자아이라 또 여름엔 아기들도 썬크림을 발라야한다고 해서 샀는데밖에 나갈때마다 바를려고 해서 샀습니다그런데 어른들이 썬크림 까먹고 안바르는 것처럼 아이들도 잘 발라지진 않네요,부정
